1719325,-0.03613281,0.009521484,1.02417
1719435,-0.03491211,0.01416016,1.019287
1719544,-0.03881836,0.01269531,1.012939
1719654,-0.03662109,0.01318359,1.014893
1719764,-0.03417969,0.0144043,1.013916
1719873,-0.04003906,0.01220703,1.018311
1719982,-0.03930664,0.01367188,1.017578
1720092,-0.03955078,0.01196289,1.018066
1720202,-0.03979492,0.01147461,1.021484
1720311,-0.03833008,0.01098633,1.019775
1720421,-0.03564453,0.01123047,1.02417
1720531,-0.0390625,0.01318359,1.01709
1720670,-0.03808594,0.01196289,1.020996
1720811,-0.0378418,0.01293945,1.020996
1720921,-0.03759766,0.01220703,1.020508
1721030,-0.0390625,0.01245117,1.018311
1721140,-0.03955078,0.01049805,1.022705
1721249,-0.0378418,0.01123047,1.016113
1721359,-0.0378418,0.01416016,1.018799
1721468,-0.03564453,0.01318359,1.018555
1721578,-0.03759766,0.01586914,1.016113
1721688,-0.04248047,0.01538086,1.016113
1721797,-0.04003906,0.01586914,1.021484
1721907,-0.03417969,0.01269531,1.017334
1722020,-0.03808594,0.01855469,1.024414
1722130,-0.03930664,0.01391602,1.027588
1722243,-0.03588867,0.01708984,1.015381
1722353,-0.03491211,0.01123047,1.018066
1722462,-0.0390625,0.01538086,1.020508
1722601,-0.02734375,0.01147461,1.004639
1722711,-0.03686523,0.01342773,1.016846
1722821,-0.0378418,0.01367188,1.012695
1722930,-0.03588867,0.01000977,1.023193
1723040,-0.03735352,0.01538086,1.025146
1723149,-0.04003906,0.02270508,1.020996
1723259,-0.04589844,0.06567383,1.011475
1723380,-0.07128906,0.0456543,1.033936
1723490,-0.04272461,0.01025391,1.002441
1723599,-0.03979492,0.01464844,1.018066
1723708,-0.03466797,0.0144043,1.023682
1723818,-0.04125977,0.0144043,1.0271
1723927,-0.03686523,0.01416016,1.029541
1724037,-0.03100586,-0.0078125,1.023926
1724146,0.03564453,-0.009521484,1.021729
1724256,0.01220703,0.01342773,0.8686523
1724365,-0.09863281,0.01831055,0.8676758
1724475,-0.0949707,-0.01147461,1.10083
1724584,-0.1467285,0.05273438,0.8464355
1724697,0.01123047,0.02563477,1.046387
1724807,-0.1203613,0.04785156,0.9169922
1724916,-0.08642578,-0.008544922,1.061279
1725026,-0.07055664,0.05126953,0.9804688
1725139,-0.07275391,0.0002441406,1.127197
1725249,-0.01269531,0.04272461,0.8952637
1725359,-0.1442871,-0.02246094,0.8508301
1725468,-0.1572266,-0.01660156,1.088867
1725578,-0.02978516,0.01123047,0.940918
1725690,-0.2880859,0.02319336,0.736084
1725800,-0.3686523,-0.08984375,0.9331055
1725910,-0.02929688,0.02197266,0.9182129
1726020,-0.111084,0.01318359,0.9328613
1726129,-0.1738281,-0.003662109,0.9711914
1726239,-0.1018066,0.005859375,0.8632813
1726348,-0.07495117,0.005371094,1.002197
1726458,-0.09277344,0.005371094,1.115967
1726567,-0.376709,-0.04003906,1.302002
1726676,0.6674805,-0.01269531,1.374756
1726786,0.1235352,0.04907227,0.887207
1726896,0.0002441406,-0.02001953,0.980957
1727005,-0.08764648,0.03588867,0.9472656
1727115,0.03417969,0.04541016,0.9335938
1727224,-0.05126953,0.1203613,0.6821289
1727334,-0.03417969,-0.1723633,0.9619141
1727447,-0.1015625,-0.6342773,0.7873535
1727557,-0.1027832,0.4812012,0.9431152
1727666,0.006103516,-0.07910156,1.094238
1727776,-0.0009765625,0.04711914,1.158936
1727889,0.01782227,-0.001220703,1.11792
1727998,-0.03881836,-0.01391602,1.093018
1728108,-0.06591797,0.04931641,0.8774414
1728218,-0.1096191,0.01782227,0.9763184
1728327,-0.130127,0.03076172,0.9208984
1728437,0.890625,0.06933594,0.9777832
1728546,-0.6130371,-0.145752,0.7280273
1728656,-0.208252,-0.05322266,1.080566
1728765,-1.015381,-0.1555176,0.880127
1728875,0.314209,0.003173828,0.6125488
1728984,0.03320313,-0.05932617,1.024414
1729094,-0.04443359,0.005615234,0.7524414
1729203,0.01953125,0.01489258,0.8327637
1729313,-0.09179688,-0.01464844,1.007324
1729422,-0.1552734,0.02661133,0.8276367
1729532,-0.329834,0.07910156,0.880127
1729641,-0.3393555,0.05810547,0.9523926
1729751,-0.4973145,0.07739258,0.9465332
1729861,-0.5788574,0.08227539,0.8286133
1729970,-0.4675293,0.07739258,0.9892578
1730080,-0.7946777,0.1809082,0.6008301
1730189,-0.7338867,0.2062988,0.6005859
1730329,-0.7348633,0.189209,0.390625
