1719325, -0.1552395, 0.2256569, -0.09516954
1719435, 0.1730049, 0.1951225, 0.1643724
1719544, -0.0407356, 0.09588587, -0.01883367
1719654, -0.01020122, -0.2476256, -0.1028031
1719764, -0.1323386, 0.279092, 0.08803657
1719873, -0.04836917, 0.1264201, 0.08803657
1719982, -0.0636363, -0.0949539, -0.09516954
1720092, 0.1195698, -0.1331217, -0.06463519
1720202, 0.05086744, -0.03388512, 0.08803657
1720311, 0.07376826, 0.05771792, -0.1409711
1720421, 0.1424705, -0.07968664, 0.04223505
1720531, 0.04323387, -0.1865569, -0.1562382
1720670, 0.01269948, 0.04245079, -0.0570016
1720811, 0.09666896, -0.1865569, -0.0570016
1720921, -0.01783478, -0.02625155, 0.01170069
1721030, 0.1119362, 0.004282832, -0.02646725
1721140, 0.04323387, -0.1331217, -0.003566474
1721249, -0.02546847, -0.04151869, 0.08040297
1721359, 0.07376826, 0.06535149, 0.02696785
1721468, -0.01783478, 0.279092, 0.01933429
1721578, -0.1323386, 0.07298505, 0.04986861
1721688, 0.0356003, 0.01954997, 0.05750221
1721797, 0.05086744, 0.05771792, -0.1638718
1721907, 0.1577377, -0.1712897, 0.1949068
1722020, 0.02033305, -0.06441951, 0.06513581
1722130, -0.04836917, -0.003350735, -0.03410083
1722243, -0.2850105, 0.1035194, 0.0727694
1722353, 0.1043025, 0.09588587, -0.02646725
1722462, -0.0407356, 0.111153, 0.2025404
1722601, -0.1170715, 0.1416874, -0.1867726
1722711, -0.201041, -0.08732021, 0.06513581
1722821, -0.1705066, 0.202756, -0.01883367
1722930, 0.01269948, -0.1331217, -0.08753594
1723040, 0.1195698, -0.2018241, -0.1486047
1723149, -0.05600274, 0.01954997, -0.1180703
1723259, -0.3537127, 0.1416874, -2.515017
1723380, -0.2163081, -1.636939, 4.507884
1723490, -0.01020122, -0.2705264, -5.82036
1723599, 0.1730049, -0.1636561, 0.004067093
1723708, 0.0356003, 0.1340538, 0.172006
1723818, -0.0636363, -0.1331217, 0.2254412
1723927, -0.01020122, 0.04245079, -0.1028031
1724037, -0.0636363, -0.8354119, 1.278876
1724146, -0.5827203, -0.9957172, 6.118571
1724256, -2.033102, -1.217091, 1.187273
1724365, -5.849895, 2.149321, -1.698223
1724475, -8.865163, 12.85161, 5.37048
1724584, 24.82949, -17.24763, 9.385746
1724697, 25.40201, -13.96518, 11.04987
1724807, -12.30791, -0.01861799, 7.362846
1724916, -14.72776, -4.598771, -4.232574
1725026, -8.994934, -14.4003, -1.408147
1725139, -7.636155, -19.18656, -1.667689
1725249, -12.40715, -7.545335, -4.576086
1725359, 19.35621, -0.239992, -2.453948
1725468, 1.22644, -28.04915, 0.1643724
1725578, 15.37911, -26.65221, 5.950632
1725690, -4.651423, -42.15602, -67.47685
1725800, -17.26211, 4.996649, 3.675823
1725910, -11.83463, -18.04915, 1.309411
1726020, 1.058501, -14.33159, 0.5155175
1726129, 2.943997, -0.6445722, -2.728757
1726239, -14.59035, -4.858313, -4.125704
1726348, -18.43768, -0.2170913, 1.355212
1726458, -0.681957, 2.141687, 0.05750221
1726567, 18.71499, -4.110221, -13.51502
1726676, 12.69209, -3.583503, 43.88956
1726786, 2.180638, 15.69894, -17.11807
1726896, 23.33331, 18.09589, 3.408647
1727005, -4.597987, 13.17986, 0.2483419
1727115, -4.926231, 14.87451, 5.088037
1727224, 11.15774, -10.45373, 10.63002
1727334, 35.80659, 3.897413, 7.026968
1727447, -32.54455, 8.332527, 0.3933801
1727557, 6.325677, 5.23329, -7.92723
1727666, -52.52165, 14.75237, 8.049869
1727776, 0.4707148, 4.218023, 3.965899
1727889, 9.71499, -0.3773966, -1.774559
1727998, 26.09667, 9.683672, 1.004067
1728108, 25.0585, 25.6684, -4.843261
1728218, 2.722623, 8.538633, -0.5760856
1728327, 3.318043, 20.08825, 2.156739
1728437, -34.10181, 32.72184, -30.70586
1728546, 19.24171, -4.545336, -55.62189
1728656, -36.73539, -33.45373, 8.851395
1728765, 57.93636, -38.67511, 47.58422
1728875, 0.7684247, -14.59877, 9.90483
1728984, -24.29264, -34.67511, 1.431548
1729094, -6.45295, -19.57587, -0.5455512
1729203, -23.59799, -25.88121, -2.148605
1729313, -10.9415, 26.30963, -0.9119634
1729422, -9.063636, 46.12642, -0.5760856
1729532, -4.567453, 21.21039, -5.33181
1729641, -2.254476, 45.45467, -3.064635
1729751, -7.170506, 15.60734, -10.93486
1729861, 4.875295, 56.4852, -8.377613
1729970, 30.00507, 58.83635, 3.622388
1730080, 22.56232, 39.51574, 10.50788
1730189, -1.040735, 14.90505, 9.973533
1730329, 4.478349, -21.85831, -1.156238
1730439, -7.659056, -85.24763, -4.446314
1730548, -52.65142, -191.469, -8.446315
1730658, -12.62852, -182.843, -8.812727
1730799, 1.256974, 80.92795, 7.294144
